ISO3;Year;Drought;Extreme Temperature;Flood;Landslide;Storm;Wildfire;TOTAL
LKA;2005;;;1;;;;1
LKA;2006;;;1;;;;1
LKA;2007;;;3;;;;3
LKA;2008;;;3;;1;;4
LKA;2009;;;3;;;;3
LKA;2010;;;2;;;;2
LKA;2011;;;3;;1;;4
LKA;2012;1;;1;;1;;3
LKA;2013;;;2;;1;;3
LKA;2014;1;;3;3;;;7
LKA;2015;;;2;;;;2
LKA;2016;1;;1;;;;2
LKA;2017;;;2;;1;;3
LKA;2018;;;3;;;;3
LKA;2019;1;;5;;;;6
LKA;2020;;;2;;1;;3
LKA;2021;;;4;;1;;5
LKA;2022;;;3;;2;;5
LSO;1980;;;;;;;
LSO;1981;;;;;;;
LSO;1982;;;;;;;
LSO;1983;1;;;;;;1
LSO;1984;;;;;;;
LSO;1985;;;1;;;;1
LSO;1986;;;;;;;
LSO;1987;;;1;;;;1
LSO;1988;;;;;;;
LSO;1989;;;;;1;;1
LSO;1990;1;;1;;;;2
LSO;1991;;;;;;;
LSO;1992;;;;;;;
LSO;1993;;;;;;;
LSO;1994;;;;;;;
LSO;1995;;;;;;;
LSO;1996;;;;;1;;1
LSO;1997;;;;;;;
LSO;1998;;;;;;;
LSO;1999;;;;;;;
LSO;2000;;;;;;;
LSO;2001;;;;;2;;2
LSO;2002;1;;;;;;1
LSO;2003;;;;;;;
LSO;2004;;;;;;;
LSO;2005;;;;;;;
LSO;2006;;;;;;;
LSO;2007;1;;;;;;1
LSO;2008;;;;;1;;1
LSO;2009;;;;;;;
LSO;2010;;;;;;;
LSO;2011;1;;2;;;;3
LSO;2012;;;;;;;
LSO;2013;;;;;;;
LSO;2014;;;;;1;;1
LSO;2015;;;;;;;
LSO;2016;1;;;;;;1
LSO;2017;;;;;;;
LSO;2018;;;;;;;
LSO;2019;1;;;;;;1
LSO;2020;1;;;;;;1
LSO;2021;;;;;1;;1
LSO;2022;;;;;;;
LTU;1980;;;;;;;
LTU;1981;;;;;;;
LTU;1982;;;;;;;
LTU;1983;;;;;;;
LTU;1984;;;;;;;
LTU;1985;;;;;;;
LTU;1986;;;;;;;
LTU;1987;;;;;;;
LTU;1988;;;;;;;
LTU;1989;;;;;;;
LTU;1990;;;;;;;
LTU;1991;;;;;;;
LTU;1992;1;;;;;;1
LTU;1993;;;;;1;;1
LTU;1994;;;;;;;
LTU;1995;;;;;;;
LTU;1996;;;;;;;
LTU;1997;;;;;;;
LTU;1998;;;;;;;
LTU;1999;;1;;;1;;2
LTU;2000;;;;;;;
LTU;2001;;1;;;;;1
LTU;2002;;;;;;;
LTU;2003;;;;;;;
LTU;2004;;;;;;;
LTU;2005;;;1;;1;;2
LTU;2006;1;;;;;;1
LTU;2007;;;;;;;
LTU;2008;;;;;;;
LTU;2009;;;;;;;
LTU;2010;;1;1;;;;2
LTU;2011;;;;;;;
LTU;2012;;2;;;;;2
LTU;2013;;;;;;;
LTU;2014;;;;;;;
LTU;2015;;;;;;;
LTU;2016;;;;;;;
LTU;2017;;;;;;;
LTU;2018;1;1;;;;;2
LTU;2019;;;;;;;
LTU;2020;;;;;;;
LTU;2021;;;;;;;
LTU;2022;;;;;;;
LUX;1980;;;;;;;
LUX;1981;;;;;;;
LUX;1982;;;;;;;
LUX;1983;;;1;;;;1
LUX;1984;;;;;;;
LUX;1985;;;;;;;
LUX;1986;;;;;;;
LUX;1987;;;;;;;
LUX;1988;;;;;;;
LUX;1989;;;;;;;
LUX;1990;;;;;6;;6
LUX;1991;;;;;;;
LUX;1992;;;;;;;
LUX;1993;;;1;;;;1
LUX;1994;;;;;;;
LUX;1995;;;;;1;;1
LUX;1996;;;;;;;
LUX;1997;;;;;;;
LUX;1998;;;;;;;
LUX;1999;;;;;;;
LUX;2000;;;;;;;
LUX;2001;;;;;;;
LUX;2002;;;;;;;
LUX;2003;;1;;;;;1
LUX;2004;;;;;;;
LUX;2005;;;;;;;
LUX;2006;;;;;;;
LUX;2007;;;;;;;
LUX;2008;;;;;;;
LUX;2009;;;;;;;
LUX;2010;;;;;1;;1
LUX;2011;;;;;;;
LUX;2012;;;;;;;
LUX;2013;;;;;;;
LUX;2014;;;;;;;
LUX;2015;;;;;;;
LUX;2016;;;;;;;
LUX;2017;;;;;;;
LUX;2018;;;;;;;
LUX;2019;;;;;1;;1
LUX;2020;;;;;;;
LUX;2021;;;1;;;;1
LUX;2022;;;;;;;
LVA;1980;;;;;;;
LVA;1981;;;;;;;
LVA;1982;;;;;;;
LVA;1983;;;;;;;
LVA;1984;;;;;;;
LVA;1985;;;;;;;
LVA;1986;;;;;;;
LVA;1987;;;;;;;
LVA;1988;;;;;;;
LVA;1989;;;;;;;
LVA;1990;;;;;;;
LVA;1991;;;;;;;
LVA;1992;;;;;;;
LVA;1993;;;;;;;
LVA;1994;;;;;;;
LVA;1995;;;;;;;
LVA;1996;;;;;;;
LVA;1997;;;;;;;
LVA;1998;;;;;;;
LVA;1999;;;;;1;;1
LVA;2000;;;;;;;
LVA;2001;;1;;;;;1
LVA;2002;;;;;;;
LVA;2003;;1;;;;;1
LVA;2004;;;;;;;
LVA;2005;;1;;;2;;3
LVA;2006;;;;;;;
LVA;2007;;;;;;;
LVA;2008;;;;;;;
LVA;2009;;;;;;;
LVA;2010;;;;;;;
LVA;2011;;;;;;;
LVA;2012;;1;;;;;1
LVA;2013;;;;;;;
LVA;2014;;;;;;;
LVA;2015;;;;;;;
LVA;2016;;;;;;;
LVA;2017;;;;;;;
LVA;2018;;;;;;1;1
LVA;2019;;;;;;;
LVA;2020;;;;;;;
LVA;2021;;;;;;;
LVA;2022;;;;;;;
MAC;1980;;;;;;;
MAC;1981;;;;;;;
MAC;1982;;;;;;;
MAC;1983;;;;;;;
MAC;1984;;;;;;;
MAC;1985;;;;;;;
MAC;1986;;;;;;;
MAC;1987;;;;;;;
MAC;1988;;;;;;;
MAC;1989;;;;;;;
MAC;1990;;;;;;;
MAC;1991;;;;;;;
MAC;1992;;;;;;;
MAC;1993;;;;;4;;4
MAC;1994;;;;;;;
MAC;1995;;;;;;;
MAC;1996;;;;;;;
MAC;1997;;;;;;;
MAC;1998;;;;;;;
MAC;1999;;;;;;;
MAC;2000;;;;;;;
MAC;2001;;;;;;;
MAC;2002;;;;;;;
MAC;2003;;;;;;;
MAC;2004;;;;;;;
MAC;2005;;;;;;;
MAC;2006;;;;;;;
MAC;2007;;;;;;;
MAC;2008;;;;;;;
MAC;2009;;;;;;;
MAC;2010;;;;;;;
MAC;2011;;;;;;;
MAC;2012;;;;;;;
MAC;2013;;;;;;;
MAC;2014;;;;;;;
MAC;2015;;;;;;;
MAC;2016;;;;;;;
MAC;2017;;;;;2;;2
MAC;2018;;;;;;;
MAC;2019;;;;;;;
MAC;2020;;;;;;;
MAC;2021;;;;;;;
MAC;2022;;;;;;;
MAF;1980;;;;;;;
MAF;1981;;;;;;;
MAF;1982;;;;;;;
MAF;1983;;;;;;;
MAF;1984;;;;;;;
MAF;1985;;;;;;;
MAF;1986;;;;;;;
MAF;1987;;;;;;;
MAF;1988;;;;;;;
MAF;1989;;;;;;;
MAF;1990;;;;;;;
MAF;1991;;;;;;;
MAF;1992;;;;;;;
MAF;1993;;;;;;;
MAF;1994;;;;;;;
MAF;1995;;;;;;;
MAF;1996;;;;;;;
MAF;1997;;;;;;;
MAF;1998;;;;;;;
MAF;1999;;;;;;;
MAF;2000;;;;;;;
MAF;2001;;;;;;;
MAF;2002;;;;;;;
MAF;2003;;;;;;;
MAF;2004;;;;;;;
MAF;2005;;;;;;;
MAF;2006;;;;;;;
MAF;2007;;;;;;;
MAF;2008;;;;;;;
MAF;2009;;;;;;;
MAF;2010;;;;;;;
MAF;2011;;;;;;;
MAF;2012;;;;;;;
MAF;2013;;;;;;;
MAF;2014;;;;;;;
MAF;2015;;;;;;;
MAF;2016;;;;;;;
MAF;2017;;;;;1;;1
MAF;2018;;;;;;;
MAF;2019;;;;;;;
MAF;2020;;;;;;;
MAF;2021;;;;;;;
MAF;2022;;;;;;;
MAR;1980;;;;;;;
MAR;1981;;;;;;;
MAR;1982;;;;1;;;1
MAR;1983;1;;;;;;1
MAR;1984;1;;;;;;1
MAR;1985;;;;;;;
MAR;1986;;;;;;;
MAR;1987;;;;;;;
MAR;1988;;;;;;;
MAR;1989;;;;;;;
MAR;1990;;;;;;;
MAR;1991;;;;;;;
MAR;1992;;;;;;;
MAR;1993;;;;;;;
MAR;1994;;;;;;;
MAR;1995;;;3;;;;3
MAR;1996;;;1;;1;;2
MAR;1997;;;1;;;;1
MAR;1998;;;;;;;
MAR;1999;1;;;;;;1
MAR;2000;;1;2;;;;3
MAR;2001;;;1;;;;1
MAR;2002;;;1;;;;1
MAR;2003;;;1;;;;1
MAR;2004;;;;;;;
MAR;2005;;;;;1;;1
MAR;2006;;;3;;;;3
MAR;2007;;;;;;;
MAR;2008;;;2;;;;2
MAR;2009;;;2;;;;2
MAR;2010;;;2;;;;2
MAR;2011;;;;;;;
MAR;2012;;1;;;;;1
MAR;2013;;;;;;;
MAR;2014;;;1;;2;;3
MAR;2015;;;;;;;
MAR;2016;;1;;;;;1
MAR;2017;;2;;;;;2
MAR;2018;;1;;;;;1
MAR;2019;;;2;1;;;3
MAR;2020;;;;;;;
MAR;2021;;;2;;;;2
MAR;2022;;;;;;;
MDA;1980;;;;;;;
MDA;1981;;;;;;;
MDA;1982;;;;;;;
MDA;1983;;;;;;;
MDA;1984;;;;;;;
MDA;1985;;;;;;;
MDA;1986;;;;;;;
MDA;1987;;;;;;;
MDA;1988;;;;;;;
MDA;1989;;;;;;;
MDA;1990;;;;;;;
MDA;1991;;;;;;;
MDA;1992;;;;;;;
MDA;1993;;;;;;;
MDA;1994;;;1;;1;;2
MDA;1995;;;;;;;
MDA;1996;;;;;;;
MDA;1997;;;1;;;;1
MDA;1998;;;;;;;
MDA;1999;;;1;;;;1
MDA;2000;1;;;;1;;2
MDA;2001;;;;;;;
MDA;2002;;;1;;;;1
MDA;2003;;;;;;;
MDA;2004;;;;;;;
MDA;2005;;1;1;;;;2
MDA;2006;;;;;;;
MDA;2007;1;;;;;;1
MDA;2008;;;1;;;;1
MDA;2009;;;;;;;
MDA;2010;;;1;;;;1
MDA;2011;;;;;;;
MDA;2012;1;1;;;;;2
MDA;2013;;;;;;;
MDA;2014;;;;;;;
MDA;2015;;;;;;;
MDA;2016;;;;;;;
MDA;2017;;;;;;;
MDA;2018;;;;;;;
MDA;2019;;1;;;;;1
MDA;2020;;;;;;;
MDA;2021;;;;;;;
MDA;2022;;;;;;;
MDG;1980;;;;;;;
MDG;1981;1;;;;1;;2
MDG;1982;;;;;1;;1
MDG;1983;;;;;1;;1
MDG;1984;;;;;1;;1
MDG;1985;;;;;;;
MDG;1986;;;1;;1;;2
MDG;1987;;;;;;;
MDG;1988;1;;;;;;1
MDG;1989;;;;;1;;1
MDG;1990;;;;;;;
MDG;1991;;;;;1;;1
MDG;1992;;;;;;;
MDG;1993;;;;;;;
MDG;1994;;;;;3;;3
MDG;1995;;;;;;;
MDG;1996;;;;;1;;1
MDG;1997;;;;;2;;2
MDG;1998;;;1;;;;1
MDG;1999;;;;;;;
MDG;2000;1;;;;2;;3
MDG;2001;;;;;;;
MDG;2002;1;;;;3;;4
MDG;2003;;;1;;3;;4
MDG;2004;;;;;2;;2
MDG;2005;1;;2;;1;;4
MDG;2006;;;;;2;;2
MDG;2007;;;1;;3;;4
MDG;2008;1;;;;3;;4
MDG;2009;;;;;3;;3
MDG;2010;;;;;1;;1
MDG;2011;;;;;1;;1
MDG;2012;;;;;3;;3
MDG;2013;;;;;2;;2
MDG;2014;1;;;;1;;2
MDG;2015;;;1;;2;;3
MDG;2016;1;;;;;;1
MDG;2017;1;;;;1;;2
MDG;2018;;;;;2;;2
MDG;2019;;;1;;2;;3
MDG;2020;1;;1;;1;;3
MDG;2021;;;1;;1;;2
MDG;2022;;;1;;6;;7
MDV;1980;;;;;;;
MDV;1981;;;;;;;
MDV;1982;;;;;;;
MDV;1983;;;;;;;
MDV;1984;;;;;;;
MDV;1985;;;;;;;
MDV;1986;;;;;;;
MDV;1987;;;1;;;;1
MDV;1988;;;;;;;
MDV;1989;;;;;;;
MDV;1990;;;;;;;
MDV;1991;;;;;1;;1
MDV;1992;;;;;;;
MDV;1993;;;;;;;
MDV;1994;;;;;;;
MDV;1995;;;;;;;
MDV;1996;;;;;;;
MDV;1997;;;;;;;
MDV;1998;;;;;;;
MDV;1999;;;;;;;
MDV;2000;;;;;;;
MDV;2001;;;;;;;
MDV;2002;;;;;;;
MDV;2003;;;;;;;
MDV;2004;;;;;;;
MDV;2005;;;;;;;
MDV;2006;;;;;;;
MDV;2007;;;1;;;;1
MDV;2008;;;;;;;
MDV;2009;;;;;;;
MDV;2010;;;;;;;
MDV;2011;;;;;;;
MDV;2012;;;;;;;
MDV;2013;;;;;;;
MDV;2014;;;;;;;
MDV;2015;;;;;;;
MDV;2016;;;;;;;
MDV;2017;;;;;;;
MDV;2018;;;;;;;
MDV;2019;;;1;;;;1
MDV;2020;;;;;;;
MDV;2021;;;;;1;;1
MDV;2022;;;;;;;
MEX;1980;;;2;;;;2
MEX;1981;;;;;1;;1
MEX;1982;;;2;;1;;3
MEX;1983;;;;1;2;;3
MEX;1984;;;1;;1;;2
MEX;1985;;;;;;;
MEX;1986;;;1;;;;1
MEX;1987;;;2;;;;2
MEX;1988;1;1;;;3;;5
MEX;1989;;;1;;;1;2
MEX;1990;;1;1;;1;;3
MEX;1991;;;2;;1;;3
MEX;1992;;2;;;1;;3
MEX;1993;;;2;;5;;7
MEX;1994;;;;;;;
MEX;1995;1;1;;;5;;7
MEX;1996;1;;1;;4;;6
MEX;1997;;2;;1;3;;6
MEX;1998;;1;2;1;4;1;9
MEX;1999;1;1;4;;1;;7
MEX;2000;;1;3;;2;;6
MEX;2001;;;1;;5;;6
MEX;2002;1;1;2;;3;;7
MEX;2003;;1;3;1;2;1;8
MEX;2004;;1;2;;;;3
MEX;2005;;;3;;4;;7
MEX;2006;;1;1;2;3;;7
MEX;2007;;;2;1;4;;7
MEX;2008;;;1;1;1;;3
MEX;2009;;;5;;2;;7
MEX;2010;;;2;2;4;;8
MEX;2011;1;1;3;;5;1;11
MEX;2012;;;;;2;;2
MEX;2013;;;1;;4;;5
MEX;2014;;;;;6;;6
MEX;2015;;;1;;3;;4
MEX;2016;;;5;;2;;7
MEX;2017;;;1;;4;;5
MEX;2018;;;1;;2;;3
MEX;2019;;;3;;3;;6
MEX;2020;;;2;;5;;7
MEX;2021;;;3;;7;;10
MEX;2022;;;2;;3;;5
MHL;1980;;;;;;;
MHL;1981;;;;;;;
MHL;1982;;;;;;;
MHL;1983;;;;;;;
MHL;1984;;;;;;;
MHL;1985;;;;;;;
MHL;1986;;;;;;;
MHL;1987;;;;;;;
MHL;1988;;;;;;;
MHL;1989;;;;;;;
MHL;1990;;;;;;;
MHL;1991;;;;;1;;1
MHL;1992;;;;;;;
MHL;1993;;;;;;;
MHL;1994;;;;;;;
MHL;1995;;;;;;;
MHL;1996;;;;;;;
MHL;1997;;;;;;;
MHL;1998;;;;;;;
MHL;1999;;;;;;;
MHL;2000;;;;;;;
MHL;2001;;;;;;;
MHL;2002;;;;;;;
MHL;2003;;;;;;;
MHL;2004;;;;;;;
MHL;2005;;;;;;;
MHL;2006;;;;;;;
MHL;2007;;;;;;;
MHL;2008;;;1;;;;1
MHL;2009;;;;;;;
MHL;2010;;;;;;;
MHL;2011;;;;;;;
MHL;2012;;;;;;;
MHL;2013;1;;;;;;1
MHL;2014;;;1;;;;1
MHL;2015;1;;;;;;1
MHL;2016;;;;;;;
MHL;2017;;;;;;;
MHL;2018;;;;;1;;1
MHL;2019;;;;;;;
MHL;2020;;;;;;;
MHL;2021;;;;;;;
MHL;2022;1;;;;;;1
MKD;1980;;;;;;;
MKD;1981;;;;;;;
MKD;1982;;;;;;;
MKD;1983;;;;;;;
MKD;1984;;;;;;;
MKD;1985;;;;;;;
MKD;1986;;;;;;;
MKD;1987;;;;;;;
MKD;1988;;;;;;;
MKD;1989;;;;;;;
MKD;1990;;;;;;;
MKD;1991;;;;;;;
MKD;1992;;;;;;;
MKD;1993;1;;;;;;1
MKD;1994;;;;;;;
MKD;1995;;;1;;;;1
MKD;1996;;;;;;;
MKD;1997;;;;;;;
MKD;1998;;;;;;;
MKD;1999;;;;;;;
MKD;2000;;;;;;1;1
MKD;2001;;1;;;;;1
MKD;2002;;;1;;;;1
MKD;2003;;;2;;;;2
MKD;2004;;1;1;;;;2
MKD;2005;;;1;;1;;2
MKD;2006;;;1;;;;1
MKD;2007;;1;;;;1;2
MKD;2008;;;;;;;
MKD;2009;;;;;;;
MKD;2010;;;;;;;
MKD;2011;;;;;;;
MKD;2012;;1;;;;;1
MKD;2013;;;1;;;;1
MKD;2014;;1;;;;;1
MKD;2015;;;2;;;;2
MKD;2016;;;1;;;;1
MKD;2017;;1;;;;;1
MKD;2018;;;;;;;
MKD;2019;;;;;;;
MKD;2020;;;;;;;
MKD;2021;;;;;;1;1
MKD;2022;;;;;;;
MLI;1980;1;;;;;;1
MLI;1981;;;;;;;
MLI;1982;;;;;;;
MLI;1983;;;;;;;
MLI;1984;;;;;;;
MLI;1985;;;;;;;
MLI;1986;;;;;;;
MLI;1987;;;;;;;
MLI;1988;;;1;;;;1
MLI;1989;;;1;;;;1
MLI;1990;;;;;;;
MLI;1991;1;;;;;;1
MLI;1992;;;;;;;
MLI;1993;;;;;;;
MLI;1994;;;;;;;
MLI;1995;;;;;;;
MLI;1996;;;;;;;
MLI;1997;;;;;;;
MLI;1998;;;2;;;;2
MLI;1999;;;1;;;;1
MLI;2000;;;1;;;;1
MLI;2001;1;;1;;;;2
MLI;2002;;;1;;;;1
MLI;2003;;;1;;;;1
MLI;2004;;;;;;;
MLI;2005;1;;2;;;;3
MLI;2006;1;;1;;;;2
MLI;2007;;;2;;;;2
MLI;2008;;;1;;;;1
MLI;2009;;;1;;;;1
MLI;2010;1;;2;;;;3
MLI;2011;1;;1;;;;2
MLI;2012;;;;;;;
MLI;2013;;;2;;;;2
MLI;2014;;;;;;;
MLI;2015;;;1;;;;1
MLI;2016;;;1;;;;1
MLI;2017;;;;;;;
MLI;2018;;;1;;;;1
MLI;2019;;;2;;;;2
MLI;2020;1;;;;;;1
MLI;2021;;;;;;;
MLI;2022;1;;1;;;;2
MMR;1980;;;;;;;
MMR;1981;;;;;;1;1
MMR;1982;;;;;1;;1
MMR;1983;;;;;;;
MMR;1984;;;;;;;
MMR;1985;;;;;;;
MMR;1986;;;;;;;
MMR;1987;;;;;;;
MMR;1988;;;;;;;
MMR;1989;;;;;;;
MMR;1990;;;;;;;
MMR;1991;;;1;;;;1
MMR;1992;;;1;;;;1
MMR;1993;;;;;;;
MMR;1994;;;;;1;;1
MMR;1995;;;1;;;;1
MMR;1996;;;;;;;
MMR;1997;;;1;;;;1
MMR;1998;;;;;;;
MMR;1999;;;1;;;;1
MMR;2000;;;;;;;
MMR;2001;;;1;;;;1
MMR;2002;;;1;;;;1
MMR;2003;;;;;;;
MMR;2004;;;;;1;;1
MMR;2005;;;;1;;;1
MMR;2006;;;1;;1;;2
MMR;2007;;;4;;;;4
MMR;2008;;;;;1;;1
MMR;2009;;;;1;;;1
MMR;2010;;;;1;1;;2
MMR;2011;;;1;;;;1
MMR;2012;;;1;;;;1
MMR;2013;;;1;1;;;2
MMR;2014;;;2;;;;2
MMR;2015;;;3;2;1;;6
MMR;2016;;;2;1;2;;5
MMR;2017;;;1;;1;;2
MMR;2018;;;3;1;;;4
MMR;2019;;;2;1;;;3
MMR;2020;;;1;1;;;2
MMR;2021;;;1;;;;1
MMR;2022;;;;;;;
MNE;1980;;;;;;;
MNE;1981;;;;;;;
MNE;1982;;;;;;;
MNE;1983;;;;;;;
MNE;1984;;;;;;;
MNE;1985;;;;;;;
MNE;1986;;;;;;;
MNE;1987;;;;;;;
MNE;1988;;;;;;;
MNE;1989;;;;;;;
MNE;1990;;;;;;;
MNE;1991;;;;;;;
MNE;1992;;;;;;;
MNE;1993;;;;;;;
MNE;1994;;;;;;;
MNE;1995;;;;;;;
MNE;1996;;;;;;;
MNE;1997;;;;;;;
MNE;1998;;;;;;;
MNE;1999;;;;;;;
MNE;2000;;;;;;;
MNE;2001;;;;;;;
MNE;2002;;;;;;;
MNE;2003;;;;;;;
MNE;2004;;;;;;;
MNE;2005;;;;;;;
MNE;2006;;;;;;;
MNE;2007;;;1;;;;1
MNE;2008;;;;;;;
MNE;2009;;;1;;;;1
MNE;2010;;;2;;;;2
MNE;2011;;;;;;;
MNE;2012;;1;;;;;1
MNE;2013;;;;;;;
MNE;2014;;;;;;;
MNE;2015;;;;;;;
MNE;2016;;;;;;;
MNE;2017;;;;;;1;1
MNE;2018;;;;;;;
MNE;2019;;;;;;;
MNE;2020;;;;;;;
MNE;2021;;;;;;;
MNE;2022;;;;;;;
MNG;1980;;;;;;;
MNG;1981;;;;;;;
MNG;1982;;;1;;;;1
MNG;1983;;;;;;;
MNG;1984;;;;;;;
MNG;1985;;;;;;;
MNG;1986;;;;;;1;1
MNG;1987;;;;;;;
MNG;1988;;;;;;;
MNG;1989;;;;;;;
MNG;1990;;;;;1;1;2
MNG;1991;;;;;1;;1
MNG;1992;;;;;;;
MNG;1993;;;;;1;;1
MNG;1994;;;1;;;;1
MNG;1995;;;;;;;
MNG;1996;;;1;;;1;2
MNG;1997;;;;;;;
MNG;1998;;;;;;;
MNG;1999;;;;;;;
MNG;2000;1;;;;2;;3
MNG;2001;;;;;1;;1
MNG;2002;;;;;2;;2
MNG;2003;;;1;;;;1
MNG;2004;;;;;;;
MNG;2005;;;;;;;
MNG;2006;;;;;;;
MNG;2007;;;;;;;
MNG;2008;;;;;1;;1
MNG;2009;;1;1;;;;2
MNG;2010;;;;;;;
MNG;2011;;;;;;;
MNG;2012;;;;;;;
MNG;2013;;;;;;;
MNG;2014;;;;;;;
MNG;2015;;1;;;;;1
MNG;2016;;1;;;;;1
MNG;2017;;;;1;;;1
MNG;2018;;1;1;;1;;3
MNG;2019;;1;1;;1;;3
MNG;2020;;;3;;1;;4
MNG;2021;;;1;;1;;2
MNG;2022;;1;1;;;;2
MNP;1980;;;;;;;
MNP;1981;;;;;;;
MNP;1982;;;;;;;
MNP;1983;;;;;;;
MNP;1984;;;;;;;
MNP;1985;;;;;;;
MNP;1986;;;;;;;
MNP;1987;;;;;;;
MNP;1988;;;;;;;
MNP;1989;;;;;;;
MNP;1990;;;;;;;
MNP;1991;;;;;;;
MNP;1992;;;;;;;
MNP;1993;;;;;;;
MNP;1994;;;;;;;
MNP;1995;;;;;;;
MNP;1996;;;;;;;
MNP;1997;;;;;;;
MNP;1998;;;;;;;
MNP;1999;;;;;;;
MNP;2000;;;;;;;
MNP;2001;;;;;;;
MNP;2002;;;;;1;;1
MNP;2003;;;;;;;
MNP;2004;;;;;1;;1
MNP;2005;;;;;;;
MNP;2006;;;;;;;
MNP;2007;;;;;;;
MNP;2008;;;;;;;
MNP;2009;;;;;;;
MNP;2010;;;;;;;
MNP;2011;;;;;;;
MNP;2012;;;;;;;
MNP;2013;;;;;;;
MNP;2014;;;;;;;
MNP;2015;;;;;1;;1
MNP;2016;;;;;;;
MNP;2017;;;;;;;
MNP;2018;;;;;1;;1
MNP;2019;;;;;;;
MNP;2020;;;;;;;
MNP;2021;;;;;;;
MNP;2022;;;;;;;
MOZ;1980;;;;;;;
MOZ;1981;1;;1;;;;2
MOZ;1982;;;;;;;
MOZ;1983;;;;;;;
MOZ;1984;;;;;1;;1
MOZ;1985;;;1;;1;;2
MOZ;1986;;;;;;;
MOZ;1987;1;;;;;;1
MOZ;1988;;;;;1;;1
MOZ;1989;;;1;;;;1
MOZ;1990;1;;;;;;1
MOZ;1991;;;;;;;
MOZ;1992;;;;;;;
MOZ;1993;;;;;;;
MOZ;1994;;;;;1;;1
MOZ;1995;;;;;;;
MOZ;1996;;;;;1;;1
MOZ;1997;;;1;;1;;2
MOZ;1998;1;;;1;;;2
MOZ;1999;;;1;;;;1
MOZ;2000;;;1;;4;;5
MOZ;2001;2;;2;;;;4
MOZ;2002;;;1;;1;;2
MOZ;2003;1;;3;;1;;5
MOZ;2004;;;;;;;
MOZ;2005;1;;2;;;;3
MOZ;2006;;;;;;;
MOZ;2007;1;;4;;1;;6
MOZ;2008;1;;1;;1;1;4
MOZ;2009;;;1;;1;;2
MOZ;2010;1;;1;;;;2
MOZ;2011;;;2;;1;;3
MOZ;2012;;;;;3;;3
MOZ;2013;;;1;;;;1
MOZ;2014;;;2;;;;2
MOZ;2015;;;1;;;;1
MOZ;2016;1;;2;;1;;4
MOZ;2017;;;;;1;;1
MOZ;2018;;;1;1;;;2
MOZ;2019;;;3;;2;;5
MOZ;2020;1;;2;;;;3
MOZ;2021;1;;1;;1;;3
MOZ;2022;;;1;;3;;4
MRT;1980;1;;;;;;1
MRT;1981;;;;;;;
MRT;1982;;;;;;;
MRT;1983;;;;;;;
MRT;1984;;;1;;;;1
MRT;1985;;;1;;;;1
MRT;1986;;;;;;;
MRT;1987;;;;;;;
MRT;1988;;;;;;;
MRT;1989;;;;;;;
MRT;1990;;;;;;;
MRT;1991;;;;;1;;1
MRT;1992;;;;;;;
MRT;1993;1;;;;;;1
MRT;1994;;;;;;;
MRT;1995;;;1;;;;1
MRT;1996;;;;;;;
MRT;1997;1;;;;;;1
MRT;1998;;;;;;;
MRT;1999;;;2;;1;;3
MRT;2000;;;;;;;
MRT;2001;1;;1;;;;2
MRT;2002;;;1;;;;1
MRT;2003;;;1;;;;1
MRT;2004;;;;;;;
MRT;2005;;;1;;;;1
MRT;2006;;;2;;;;2
MRT;2007;;;2;;;;2
MRT;2008;;;;;;;
MRT;2009;;;1;;;;1
MRT;2010;1;;1;;;;2
MRT;2011;1;;;;;;1
MRT;2012;;;;;;;
MRT;2013;;;1;;;;1
MRT;2014;;;;;;;
MRT;2015;;;;;;;
MRT;2016;;;;;;;
MRT;2017;1;;;;1;;2
MRT;2018;1;;;;;;1
MRT;2019;;;1;;;;1
MRT;2020;1;;2;;;;3
MRT;2021;;;;;;;
MRT;2022;;;1;;;;1
MSR;1980;;;;;;;
MSR;1981;;;;;;;
MSR;1982;;;;;;;
MSR;1983;;;;;;;
MSR;1984;;;;;;;
MSR;1985;;;;;;;
MSR;1986;;;;;;;
MSR;1987;;;;;;;
MSR;1988;;;;;;;
MSR;1989;;;;;1;;1
MSR;1990;;;;;1;;1
MSR;1991;;;;;;;
MSR;1992;;;;;;;
MSR;1993;;;;;;;
MSR;1994;;;;;;;
MSR;1995;;;;;1;;1
MSR;1996;;;;;;;
MSR;1997;;;;;;;
MSR;1998;;;;;;;
MSR;1999;;;;;;;
MSR;2000;;;;;;;
MSR;2001;;;;;;;
MSR;2002;;;;;;;
MSR;2003;;;;;;;
MSR;2004;;;;;;;
MSR;2005;;;;;;;
MSR;2006;;;;;;;
MSR;2007;;;;;;;
MSR;2008;;;;;;;
MSR;2009;;;;;;;
MSR;2010;;;;;;;
MSR;2011;;;;;;;
MSR;2012;;;;;;;
MSR;2013;;;;;;;
MSR;2014;;;;;;;
MSR;2015;;;;;;;
MSR;2016;;;;;;;
MSR;2017;;;;;;;
MSR;2018;;;;;;;
MSR;2019;;;;;;;
MSR;2020;;;;;;;
MSR;2021;;;;;;;
MSR;2022;;;;;;;
MUS;1980;;;;;;;
MUS;1981;;;;;;;
MUS;1982;;;;;2;;2
MUS;1983;;;;;1;;1
MUS;1984;;;;;;;
MUS;1985;;;;;;;
MUS;1986;;;;;;;
MUS;1987;;;;;;;
MUS;1988;;;;;;;
MUS;1989;;;;;1;;1
MUS;1990;;;;;;;
