ISO3;Year;Drought;Extreme Temperature;Flood;Landslide;Storm;Wildfire;TOTAL
PRT;1993;;;;;;;
PRT;1994;;;;;;;
PRT;1995;;;;;;;
PRT;1996;;;2;;;;2
PRT;1997;1;;;;1;;2
PRT;1998;;;;;;;
PRT;1999;;;;;;;
PRT;2000;;;;;1;;1
PRT;2001;;;1;;;1;2
PRT;2002;;;1;;;;1
PRT;2003;;1;1;;;1;3
PRT;2004;1;;;;;1;2
PRT;2005;;1;;;;1;2
PRT;2006;;1;1;;;;2
PRT;2007;;;;;;;
PRT;2008;;1;1;;;;2
PRT;2009;;;;;;;
PRT;2010;;1;1;;1;;3
PRT;2011;;;;;;;
PRT;2012;;;;;;;
PRT;2013;;;;;2;1;3
PRT;2014;;;;;2;;2
PRT;2015;;;1;;;;1
PRT;2016;;;;;;1;1
PRT;2017;;;;;;2;2
PRT;2018;;1;;;1;1;3
PRT;2019;;;;;1;;1
PRT;2020;;;;;;;
PRT;2021;;;;;;;
PRT;2022;1;1;;;;1;3
PRY;1980;;;;;;;
PRY;1981;;;;;;;
PRY;1982;;;1;;;;1
PRY;1983;1;;1;;;;2
PRY;1984;;;;;;;
PRY;1985;;;;;;;
PRY;1986;;;;;;;
PRY;1987;;;;;;;
PRY;1988;;;1;;;;1
PRY;1989;;;;;;;
PRY;1990;;;1;;;;1
PRY;1991;;;;;;;
PRY;1992;;;1;;;;1
PRY;1993;;;;;;;
PRY;1994;;;;;;;
PRY;1995;;;2;;;;2
PRY;1996;;;;;;;
PRY;1997;;;1;;1;;2
PRY;1998;;;1;;;;1
PRY;1999;1;;;;;;1
PRY;2000;;1;;;;;1
PRY;2001;;;;;;;
PRY;2002;;;1;;1;;2
PRY;2003;;;;;;;
PRY;2004;;1;;;;;1
PRY;2005;1;;;;;;1
PRY;2006;;;;;;;
PRY;2007;;;;;;1;1
PRY;2008;1;;;;1;;2
PRY;2009;1;;1;;1;;3
PRY;2010;;1;;;;;1
PRY;2011;;;;;1;;1
PRY;2012;1;;1;;1;;3
PRY;2013;1;;1;;1;;3
PRY;2014;;;2;;;;2
PRY;2015;;;2;;1;;3
PRY;2016;1;;;;;;1
PRY;2017;;;;;;;
PRY;2018;;;2;;;;2
PRY;2019;;;3;;;1;4
PRY;2020;;;;;;;
PRY;2021;;;2;;;;2
PRY;2022;;;;;;;
PSE;1980;;;;;;;
PSE;1981;;;;;;;
PSE;1982;;;;;;;
PSE;1983;;;;;;;
PSE;1984;;;;;;;
PSE;1985;;;;;;;
PSE;1986;;;;;;;
PSE;1987;;;;;;;
PSE;1988;;;;;;;
PSE;1989;;;;;;;
PSE;1990;;;;;;;
PSE;1991;;;;;;;
PSE;1992;;;;;;;
PSE;1993;;;;;;;
PSE;1994;;;;;;;
PSE;1995;;;;;;;
PSE;1996;;;;;;;
PSE;1997;;;;;;;
PSE;1998;;;;;;;
PSE;1999;;;;;;;
PSE;2000;;;;;;;
PSE;2001;;;;;;;
PSE;2002;;;;;;;
PSE;2003;;;;;;;
PSE;2004;;;;;;;
PSE;2005;;;;;;;
PSE;2006;;;;;;;
PSE;2007;;;;;;;
PSE;2008;;;1;;;;1
PSE;2009;;;;;;;
PSE;2010;;;1;;;;1
PSE;2011;;;;;;;
PSE;2012;;;1;;;;1
PSE;2013;;;1;;1;;2
PSE;2014;;;;;;;
PSE;2015;;;;;2;;2
PSE;2016;;;;;;;
PSE;2017;;;;;;;
PSE;2018;;;;;;;
PSE;2019;;;;;;;
PSE;2020;;1;;;;;1
PSE;2021;;;;;;;
PSE;2022;;1;;;;;1
PYF;1980;;;;;;;
PYF;1981;;;;;;;
PYF;1982;;;;;;;
PYF;1983;;;;;2;;2
PYF;1984;;;;;;;
PYF;1985;;;;;;;
PYF;1986;;;;;;;
PYF;1987;;;;1;;;1
PYF;1988;;;;;;;
PYF;1989;;;;;;;
PYF;1990;;;;;;;
PYF;1991;;;;;;;
PYF;1992;;;;;;;
PYF;1993;;;;;;;
PYF;1994;;;;;;;
PYF;1995;;;;;;;
PYF;1996;;;;;;;
PYF;1997;;;;;;;
PYF;1998;;;;2;;;2
PYF;1999;;;;;;;
PYF;2000;;;;;;;
PYF;2001;;;;;;;
PYF;2002;;;;;;;
PYF;2003;;;;;;;
PYF;2004;;;;;;;
PYF;2005;;;;;;;
PYF;2006;;;;;;;
PYF;2007;;;;;;;
PYF;2008;;;;;;;
PYF;2009;;;;;;;
PYF;2010;;;;;1;;1
PYF;2011;;;;;;;
PYF;2012;;;;;;;
PYF;2013;;;;;;;
PYF;2014;;;;;;;
PYF;2015;;;;;;;
PYF;2016;;;;;;;
PYF;2017;;;1;;;;1
PYF;2018;;;;;;;
PYF;2019;;;;;;;
PYF;2020;;;;;;;
PYF;2021;;;;;;;
PYF;2022;;;;;;;
QAT;1980;;;;;;;
QAT;1981;;;;;;;
QAT;1982;;;;;;;
QAT;1983;;;;;;;
QAT;1984;;;;;;;
QAT;1985;;;;;;;
QAT;1986;;;;;;;
QAT;1987;;;;;;;
QAT;1988;;;;;;;
QAT;1989;;;;;;;
QAT;1990;;;;;;;
QAT;1991;;;;;;;
QAT;1992;;;;;;;
QAT;1993;;;;;;;
QAT;1994;;;;;;;
QAT;1995;;;;;;;
QAT;1996;;;;;;;
QAT;1997;;;;;;;
QAT;1998;;;;;;;
QAT;1999;;;;;;;
QAT;2000;;;;;;;
QAT;2001;;;;;;;
QAT;2002;;;;;;;
QAT;2003;;;;;;;
QAT;2004;;;;;;;
QAT;2005;;;;;;;
QAT;2006;;;;;;;
QAT;2007;;;;;;;
QAT;2008;;;;;;;
QAT;2009;;;;;;;
QAT;2010;;;;;;;
QAT;2011;;;;;;;
QAT;2012;;;;;;;
QAT;2013;;;;;;;
QAT;2014;;;;;;;
QAT;2015;;;;;;;
QAT;2016;;;;;;;
QAT;2017;;;;;;;
QAT;2018;;;1;;;;1
QAT;2019;;;;;;;
QAT;2020;;;;;;;
QAT;2021;;;;;;;
QAT;2022;;;;;;;
ROU;1980;;;;;;;
ROU;1981;;;;;;;
ROU;1982;;;;;;;
ROU;1983;1;;;;;;1
ROU;1984;;;1;;;;1
ROU;1985;;;;;;;
ROU;1986;;;;;;;
ROU;1987;;;;;;;
ROU;1988;;;;;;;
ROU;1989;;;;;;;
ROU;1990;;;;;;;
ROU;1991;;;1;;;;1
ROU;1992;;;;;;;
ROU;1993;;;;;1;;1
ROU;1994;;1;1;;1;;3
ROU;1995;;;1;;;;1
ROU;1996;;1;;;;;1
ROU;1997;;;1;;1;;2
ROU;1998;;2;1;;;;3
ROU;1999;;;2;1;;;3
ROU;2000;1;1;2;;1;;5
ROU;2001;;1;2;;;;3
ROU;2002;;1;3;;;;4
ROU;2003;;;2;;;;2
ROU;2004;;1;2;;3;;6
ROU;2005;;2;6;;1;;9
ROU;2006;;1;6;;;;7
ROU;2007;;2;4;;;;6
ROU;2008;;1;1;;1;;3
ROU;2009;;1;2;;;;3
ROU;2010;;1;1;;;;2
ROU;2011;;;;;;;
ROU;2012;;1;;;;;1
ROU;2013;;;1;;;;1
ROU;2014;;1;2;;;;3
ROU;2015;;;1;;;;1
ROU;2016;;;2;;;;2
ROU;2017;;;;;1;;1
ROU;2018;;1;2;;;;3
ROU;2019;;;1;;;;1
ROU;2020;;;1;;;;1
ROU;2021;;;1;;;;1
ROU;2022;;;;;;;
RUS;1980;;;;;;;
RUS;1981;;;;;;;
RUS;1982;;;;;;;
RUS;1983;;;;;;;
RUS;1984;;;;;;;
RUS;1985;;;;;;;
RUS;1986;;;;;;;
RUS;1987;;;;;;;
RUS;1988;;;;;;;
RUS;1989;;;;;;;
RUS;1990;;;;;;;
RUS;1991;;;;;;;
RUS;1992;;;1;1;;1;3
RUS;1993;1;1;2;2;;;6
RUS;1994;;1;5;;2;;8
RUS;1995;;2;;1;3;;6
RUS;1996;;;2;1;;1;4
RUS;1997;;1;1;;;1;3
RUS;1998;1;1;4;;1;1;8
RUS;1999;;2;1;;1;1;5
RUS;2000;;3;8;2;1;5;19
RUS;2001;;3;3;;2;2;10
RUS;2002;;1;4;1;2;3;11
RUS;2003;1;;1;;1;1;4
RUS;2004;;;3;;3;1;7
RUS;2005;;1;5;1;2;;9
RUS;2006;;;3;;;;3
RUS;2007;;;1;;1;;2
RUS;2008;;;;;;;
RUS;2009;;;;;;;
RUS;2010;1;3;2;;;2;8
RUS;2011;;;2;;1;;3
RUS;2012;1;2;4;;;1;8
RUS;2013;;;2;;;;2
RUS;2014;;;1;;;;1
RUS;2015;;;1;;;1;2
RUS;2016;;;3;;;;3
RUS;2017;;;1;;1;;2
RUS;2018;;;2;;;;2
RUS;2019;;;4;;;1;5
RUS;2020;;;;;;;
RUS;2021;;;3;1;;1;5
RUS;2022;;;1;;1;1;3
RWA;1980;;;;;;;
RWA;1981;;;;;;;
RWA;1982;;;;;;;
RWA;1983;;;;;;;
RWA;1984;1;;;;;;1
RWA;1985;;;;;;;
RWA;1986;;;;;;;
RWA;1987;;;;;;;
RWA;1988;;;1;;;;1
RWA;1989;1;;;;;;1
RWA;1990;;;;;;;
RWA;1991;;;;;;;
RWA;1992;;;;;;;
RWA;1993;;;;;;;
RWA;1994;;;;;;;
RWA;1995;;;;;;;
RWA;1996;1;;;;;;1
RWA;1997;;;;;;;
RWA;1998;;;;;;;
RWA;1999;1;;;;;;1
RWA;2000;;;;;;;
RWA;2001;;;2;;;;2
RWA;2002;;;1;;;;1
RWA;2003;1;;1;;;;2
RWA;2004;;;;;;;
RWA;2005;;;;;;;
RWA;2006;;;;1;;;1
RWA;2007;;;2;;;;2
RWA;2008;;;1;;;;1
RWA;2009;;;;;;;
RWA;2010;;;;2;;;2
RWA;2011;;;1;;;;1
RWA;2012;;;1;;;;1
RWA;2013;;;;;;;
RWA;2014;;;;;;;
RWA;2015;;;1;;;;1
RWA;2016;;;1;1;;;2
RWA;2017;;;;;2;;2
RWA;2018;;;3;1;;;4
RWA;2019;;;2;;;;2
RWA;2020;;;5;;;;5
RWA;2021;;;1;;;;1
RWA;2022;;;3;;;;3
SAU;1980;;;;;;;
SAU;1981;;;;;;;
SAU;1982;;;;;1;;1
SAU;1983;;;;;;;
SAU;1984;;;;;;;
SAU;1985;;;1;;;;1
SAU;1986;;;;;;;
SAU;1987;;;;;;;
SAU;1988;;;;;;;
SAU;1989;;;;;;;
SAU;1990;;;;;;;
SAU;1991;;;;;;;
SAU;1992;;;;;;;
SAU;1993;;;;;;;
SAU;1994;;;;;;;
SAU;1995;;;;;;;
SAU;1996;;;;;;;
SAU;1997;;;;;;;
SAU;1998;;;;;;;
SAU;1999;;;;;;;
SAU;2000;;;;;;;
SAU;2001;;;;;;;
SAU;2002;;;1;;;;1
SAU;2003;;;2;;;;2
SAU;2004;;;1;;;;1
SAU;2005;;;2;;;;2
SAU;2006;;;;;;;
SAU;2007;;;;;;;
SAU;2008;;;;;;;
SAU;2009;;;1;;;;1
SAU;2010;;;2;;;;2
SAU;2011;;;1;;;;1
SAU;2012;;;1;;;;1
SAU;2013;;;2;;;;2
SAU;2014;;;;;;;
SAU;2015;;;2;;;;2
SAU;2016;;;2;;1;;3
SAU;2017;;;1;;;;1
SAU;2018;;;;;;;
SAU;2019;;;3;;;;3
SAU;2020;;;1;;;;1
SAU;2021;;;;;;;
SAU;2022;;;;;;;
SCG;1980;;;;;;;
SCG;1981;;;;;;;
SCG;1982;;;;;;;
SCG;1983;;;;;;;
SCG;1984;;;;;;;
SCG;1985;;;;;;;
SCG;1986;;;;;;;
SCG;1987;;;;;;;
SCG;1988;;;;;;;
SCG;1989;;;;;;;
SCG;1990;;;;;;;
SCG;1991;;;;;;;
SCG;1992;;;1;;;;1
SCG;1993;;;;;;;
SCG;1994;;;;;;;
SCG;1995;;;;;;;
SCG;1996;;;;;;;
SCG;1997;;;;;;;
SCG;1998;;;;;;;
SCG;1999;;;2;;;;2
SCG;2000;;1;2;;;1;4
SCG;2001;;;;;;;
SCG;2002;;;1;;;;1
SCG;2003;;;;;;;
SCG;2004;;;;;;;
SCG;2005;;1;1;;1;;3
SCG;2006;;;2;;;;2
SCG;2007;;;;;;;
SCG;2008;;;;;;;
SCG;2009;;;;;;;
SCG;2010;;;;;;;
SCG;2011;;;;;;;
SCG;2012;;;;;;;
SCG;2013;;;;;;;
SCG;2014;;;;;;;
SCG;2015;;;;;;;
SCG;2016;;;;;;;
SCG;2017;;;;;;;
SCG;2018;;;;;;;
SCG;2019;;;;;;;
SCG;2020;;;;;;;
SCG;2021;;;;;;;
SCG;2022;;;;;;;
SDN;1980;1;;;;;;1
SDN;1981;;;;;;;
SDN;1982;;;;;;;
SDN;1983;1;;2;;;;3
SDN;1984;;;;;;;
SDN;1985;;;;;;;
SDN;1986;;;;;;;
SDN;1987;1;;;;;;1
SDN;1988;;;1;;;;1
SDN;1989;;;;;;;
SDN;1990;1;;;;;;1
SDN;1991;1;;;;;;1
SDN;1992;;;;;;;
SDN;1993;;;1;;;;1
SDN;1994;;;1;;;;1
SDN;1995;;;;;;;
SDN;1996;1;;3;;;;4
SDN;1997;;;1;;;;1
SDN;1998;;;1;;;1;2
SDN;1999;1;;4;;;;5
SDN;2000;;;;;;;
SDN;2001;;;1;;;;1
SDN;2002;;;1;;1;;2
SDN;2003;;;1;;;;1
SDN;2004;;;;;;;
SDN;2005;;;2;;;;2
SDN;2006;;;3;;;;3
SDN;2007;;;1;;;;1
SDN;2008;;;;;;;
SDN;2009;;;1;;;;1
SDN;2010;;;2;;;;2
SDN;2011;1;;;;1;;2
SDN;2012;;;1;;;;1
SDN;2013;;;1;;;;1
SDN;2014;;;1;;;;1
SDN;2015;1;1;1;;;;3
SDN;2016;;;1;;;;1
SDN;2017;;;1;;;;1
SDN;2018;;;3;;;;3
SDN;2019;;;2;;;;2
SDN;2020;;;1;;;;1
SDN;2021;;;1;;1;;2
SDN;2022;1;;1;;;;2
SEN;1980;1;;;;;;1
SEN;1981;;;;;;;
SEN;1982;;;;;;;
SEN;1983;;;1;;;;1
SEN;1984;;;;;;;
SEN;1985;;;1;;;;1
SEN;1986;;;;;;;
SEN;1987;;;;;;;
SEN;1988;;;1;;;;1
SEN;1989;;;;;;;
SEN;1990;;;;;;;
SEN;1991;;;;;;;
SEN;1992;;;;;;;
SEN;1993;;;1;;;;1
SEN;1994;;;1;;;;1
SEN;1995;;;;;;;
SEN;1996;;;;;;;
SEN;1997;;;;;;;
SEN;1998;;;1;;;;1
SEN;1999;;;;;2;;2
SEN;2000;;;1;;;;1
SEN;2001;;;;;;;
SEN;2002;1;;1;;;;2
SEN;2003;;;1;;;;1
SEN;2004;;;;;1;;1
SEN;2005;;;1;;;;1
SEN;2006;;;;;;;
SEN;2007;;;1;;;;1
SEN;2008;;;1;;;;1
SEN;2009;;;1;;;;1
SEN;2010;;;2;;;;2
SEN;2011;1;;1;;;;2
SEN;2012;;;1;;;;1
SEN;2013;;;1;;;;1
SEN;2014;1;;;;;;1
SEN;2015;;;;;;;
SEN;2016;;;1;;;;1
SEN;2017;;;;;;;
SEN;2018;1;;;;;;1
SEN;2019;;;1;;;;1
SEN;2020;;;1;;;;1
SEN;2021;;;;;;;
SEN;2022;;;1;;;;1
SHN;1980;;;;;;;
SHN;1981;;;;;;;
SHN;1982;;;;;;;
SHN;1983;;;;;;;
SHN;1984;;;;;;;
SHN;1985;;;;;;;
SHN;1986;;;;;;;
SHN;1987;;;;;;;
SHN;1988;;;;;;;
SHN;1989;;;;;;;
SHN;1990;;;;;;;
SHN;1991;;;;;;;
SHN;1992;;;;;;;
SHN;1993;;;;;;;
SHN;1994;;;;;;;
SHN;1995;;;;;;;
SHN;1996;;;;;;;
SHN;1997;;;;;;;
SHN;1998;;;;;;;
SHN;1999;;;;;;;
SHN;2000;;;;;;;
SHN;2001;;;;;1;;1
SHN;2002;;;;;;;
SHN;2003;;;;;;;
SHN;2004;;;;;;;
SHN;2005;;;;;;;
SHN;2006;;;;;;;
SHN;2007;;;;;;;
SHN;2008;;;;;;;
SHN;2009;;;;;;;
SHN;2010;;;;;;;
SHN;2011;;;;;;;
SHN;2012;;;;;;;
SHN;2013;;;;;;;
SHN;2014;;;;;;;
SHN;2015;;;;;;;
SHN;2016;;;;;;;
SHN;2017;;;;;;;
SHN;2018;;;;;;;
SHN;2019;;;;;;;
SHN;2020;;;;;;;
SHN;2021;;;;;;;
SHN;2022;;;;;;;
SLB;1980;;;;;;;
SLB;1981;;;;;;;
SLB;1982;;;;;1;;1
SLB;1983;;;;;;;
SLB;1984;;;;;;;
SLB;1985;;;;;1;;1
SLB;1986;;;;;1;;1
SLB;1987;;;;;;;
SLB;1988;;;;;;;
SLB;1989;;;;;;;
SLB;1990;;;;;;;
SLB;1991;;;;;;;
SLB;1992;;;;;1;;1
SLB;1993;;;;;1;;1
SLB;1994;;;;;;;
SLB;1995;;;;;;;
SLB;1996;;;;;;;
SLB;1997;1;;;;;;1
SLB;1998;1;;;;;;1
SLB;1999;;;;;;;
SLB;2000;;;;;;;
SLB;2001;;;;;;;
SLB;2002;;;;;1;;1
SLB;2003;;;;;2;;2
SLB;2004;;;;;;;
SLB;2005;;;;;;;
SLB;2006;;;;;;;
SLB;2007;;;;;;;
SLB;2008;;;;;;;
SLB;2009;;;1;;;;1
SLB;2010;;;1;;1;;2
SLB;2011;;;;;1;;1
SLB;2012;;;1;;;;1
SLB;2013;;;1;;;;1
SLB;2014;;;1;;;;1
SLB;2015;1;;;;2;;3
SLB;2016;;;;;;;
SLB;2017;;;;;;;
SLB;2018;;;;;1;;1
SLB;2019;;;;;;;
SLB;2020;;;;;1;;1
SLB;2021;;;;;;;
SLB;2022;;;;;;;
SLE;1980;;;;;;;
SLE;1981;;;;;;;
SLE;1982;;;;;;;
SLE;1983;;;;;;;
SLE;1984;;;;;1;;1
SLE;1985;;;;;;;
SLE;1986;;;;;;;
SLE;1987;;;;;;;
SLE;1988;;;;;;;
SLE;1989;;;;;;;
SLE;1990;;;;;;;
SLE;1991;;;;;;;
SLE;1992;;;;;;;
SLE;1993;;;;;;;
SLE;1994;;;;;;;
SLE;1995;;;;;;;
SLE;1996;;;1;;;;1
SLE;1997;;;;;;;
SLE;1998;;;;;;;
SLE;1999;;;;;1;;1
SLE;2000;;;;;;;
SLE;2001;;;;;;;
SLE;2002;;;;;;;
SLE;2003;;;;;;;
SLE;2004;;;1;;;;1
SLE;2005;;;1;;;;1
SLE;2006;;;;;;;
SLE;2007;;;1;;;;1
SLE;2008;;;;;;;
SLE;2009;;;1;;;;1
SLE;2010;;;1;1;;;2
SLE;2011;;;1;;;;1
SLE;2012;;;;;;;
SLE;2013;;;;;;1;1
SLE;2014;;;;;;;
SLE;2015;;;1;;;;1
SLE;2016;;;;;;;
SLE;2017;;;;1;;;1
SLE;2018;;;;;;;
SLE;2019;;;2;;;;2
SLE;2020;;;;;;;
SLE;2021;;;;;;;
SLE;2022;;;1;;;;1
SLV;1980;;;;;;;
SLV;1981;;;;;;;
SLV;1982;1;;1;;;;2
SLV;1983;;;;;;;
SLV;1984;;;;;;;
SLV;1985;;;;;;;
SLV;1986;;;;;;;
SLV;1987;;;;;;;
SLV;1988;;;1;1;;;2
SLV;1989;;;1;;;;1
SLV;1990;;;;;;;
SLV;1991;;;;;;;
SLV;1992;;;1;;;;1
SLV;1993;;;;1;;;1
SLV;1994;1;;;;;;1
SLV;1995;;;1;;;;1
SLV;1996;;;;;1;;1
SLV;1997;;;;;1;;1
SLV;1998;1;;;;1;;2
SLV;1999;;;1;;;;1
SLV;2000;;;1;;1;;2
SLV;2001;1;;1;;;;2
SLV;2002;;;1;;1;;2
SLV;2003;;;;;;;
SLV;2004;;;;;;;
SLV;2005;;;2;;2;;4
SLV;2006;;1;;;;;1
SLV;2007;;;1;;1;;2
SLV;2008;;;2;;;;2
SLV;2009;1;;;;1;;2
SLV;2010;;;;;3;;3
SLV;2011;;;1;;;;1
SLV;2012;;;;;;;
SLV;2013;;;;;;;
SLV;2014;1;;;;;;1
SLV;2015;;;1;;1;;2
SLV;2016;;;;;;;
SLV;2017;;;;;1;;1
SLV;2018;1;;1;;;;2
SLV;2019;;;;;;;
SLV;2020;;;;1;3;;4
SLV;2021;;;1;;;;1
SLV;2022;;;;;2;;2
SOM;1980;1;;;;;;1
SOM;1981;;;1;;;;1
SOM;1982;;;;;;;
SOM;1983;1;;;;;;1
SOM;1984;;;;;;;
SOM;1985;;;;;;;
SOM;1986;;;;;;;
SOM;1987;1;;1;;;;2
SOM;1988;1;;;;;;1
SOM;1989;;;2;;;;2
SOM;1990;;;;;;;
SOM;1991;;;;;;;
SOM;1992;;;;;;;
SOM;1993;;;;;;;
SOM;1994;;;1;;1;;2
SOM;1995;;;1;;;;1
SOM;1996;;;1;;;;1
SOM;1997;;;2;;;;2
SOM;1998;;;;;;;
SOM;1999;1;;;;;;1
SOM;2000;;;3;;;;3
SOM;2001;;;1;;;;1
SOM;2002;;;1;;;;1
SOM;2003;;;2;;;;2
SOM;2004;1;;1;;;;2
SOM;2005;1;;2;;;;3
SOM;2006;;;5;;;;5
SOM;2007;;;2;;;;2
SOM;2008;1;;1;;;;2
SOM;2009;;;1;;;;1
SOM;2010;1;;2;;;;3
SOM;2011;1;;1;;;;2
SOM;2012;;;2;;;;2
SOM;2013;;;2;;1;;3
SOM;2014;1;;1;;;;2
SOM;2015;1;;2;;2;;5
SOM;2016;;;1;;;;1
SOM;2017;;;;;;;
SOM;2018;;;1;;1;;2
SOM;2019;1;;1;;1;;3
SOM;2020;1;;2;;1;;4
SOM;2021;;;1;;;;1
SOM;2022;;;1;;;;1
SPI;1980;;;;;;;
SPI;1981;;;;;;;
SPI;1982;;;;;;;
SPI;1983;;;;;;;
SPI;1984;;;;;;;
SPI;1985;;;;;;;
SPI;1986;;;;;;;
SPI;1987;;;;;;;
SPI;1988;;;;;;;
SPI;1989;;;;;;;
SPI;1990;;;;;;;
SPI;1991;;;;;;;
SPI;1992;;;;;;;
SPI;1993;;;;;;;
SPI;1994;;;;;;;
SPI;1995;;;;;;;
SPI;1996;;;;;;;
SPI;1997;;;;;;;
SPI;1998;;;;;;;
SPI;1999;;;;;1;;1
SPI;2000;;;;;;;
SPI;2001;;;1;;;;1
SPI;2002;;;1;;;;1
SPI;2003;;;;;;;
SPI;2004;;1;;;;;1
SPI;2005;;;;;1;;1
SPI;2006;;;;;;;
SPI;2007;;;;;;1;1
SPI;2008;;;;;;;
SPI;2009;;;;;;;
SPI;2010;;;;;;;
SPI;2011;;;;;;;
SPI;2012;;;;;;;
SPI;2013;;;;;;;
SPI;2014;;;;;;;
SPI;2015;;;;;;;
SPI;2016;;;;;;;
SPI;2017;;;;;;;
SPI;2018;;;;;;;
SPI;2019;;;;;;;
SPI;2020;;;;;;;
SPI;2021;;;;;;;
SPI;2022;;;;;;;
SRB;1980;;;;;;;
SRB;1981;;;;;;;
SRB;1982;;;;;;;
SRB;1983;;;;;;;
SRB;1984;;;;;;;
SRB;1985;;;;;;;
SRB;1986;;;;;;;
SRB;1987;;;;;;;
SRB;1988;;;;;;;
SRB;1989;;;;;;;
SRB;1990;;;;;;;
SRB;1991;;;;;;;
SRB;1992;;;;;;;
SRB;1993;;;;;;;
SRB;1994;;;;;;;
SRB;1995;;;;;;;
SRB;1996;;;;;;;
SRB;1997;;;;;;;
SRB;1998;;;;;;;
SRB;1999;;;;;;;
SRB;2000;;;;;;;
SRB;2001;;;;;;;
SRB;2002;;;;;;;
SRB;2003;;;;;;;
SRB;2004;;;;;;;
SRB;2005;;;;;;;
SRB;2006;;;;;;;
SRB;2007;;1;1;;;;2
SRB;2008;;;;;;;
SRB;2009;;1;1;;;;2
SRB;2010;;2;3;;;;5
SRB;2011;;;;;;;
SRB;2012;;3;;;;;3
SRB;2013;;;2;;;;2
SRB;2014;;1;4;;;;5
SRB;2015;;;;;;;
SRB;2016;;;2;;;;2
SRB;2017;;1;;;;;1
SRB;2018;;;1;;;;1
SRB;2019;;;1;;;;1
SRB;2020;;;1;;;;1
SRB;2021;;;1;;;;1
SRB;2022;;;;;;;
SSD;1980;;;;;;;
SSD;1981;;;;;;;
SSD;1982;;;;;;;
SSD;1983;;;;;;;
SSD;1984;;;;;;;
SSD;1985;;;;;;;
SSD;1986;;;;;;;
SSD;1987;;;;;;;
SSD;1988;;;;;;;
SSD;1989;;;;;;;
SSD;1990;;;;;;;
SSD;1991;;;;;;;
SSD;1992;;;;;;;
SSD;1993;;;;;;;
SSD;1994;;;;;;;
SSD;1995;;;;;;;
SSD;1996;;;;;;;
SSD;1997;;;;;;;
SSD;1998;;;;;;;
SSD;1999;;;;;;;
SSD;2000;;;;;;;
SSD;2001;;;;;;;
SSD;2002;;;;;;;
SSD;2003;;;;;;;
SSD;2004;;;;;;;
SSD;2005;;;;;;;
SSD;2006;;;;;;;
SSD;2007;;;;;;;
SSD;2008;;;3;;;;3
SSD;2009;1;;;;;;1
SSD;2010;;;2;;;;2
SSD;2011;;;;;;;
SSD;2012;;;2;;;;2
SSD;2013;;;2;;;;2
SSD;2014;;;;;;;
SSD;2015;;;;;;;
SSD;2016;1;;1;;;;2
SSD;2017;;;;;;;
SSD;2018;;;;;;;
SSD;2019;;;2;;;1;3
SSD;2020;;;1;;;;1
SSD;2021;1;;1;;;;2
SSD;2022;;;1;;;;1
STP;1980;;;;;;;
STP;1981;;;;;;;
STP;1982;;;;;;;
STP;1983;1;;;;;;1
STP;1984;;;;;;;
STP;1985;;;;;;;
STP;1986;;;;;;;
STP;1987;;;;;;;
STP;1988;;;;;;;
STP;1989;;;;;;;
STP;1990;;;;;;;
STP;1991;;;;;;;
STP;1992;;;;;;;
STP;1993;;;;;;;
STP;1994;;;;;;;
STP;1995;;;;;;;
STP;1996;;;;;;;
STP;1997;;;;;;;
STP;1998;;;;;;;
STP;1999;;;;;;;
STP;2000;;;;;;;
STP;2001;;;;;;;
STP;2002;;;;;;;
STP;2003;;;;;;;
STP;2004;;;;;;;
STP;2005;;;;;;;
STP;2006;;;;;;;
STP;2007;;;;;;;
STP;2008;;;;;;;
STP;2009;;;;;;;
STP;2010;;;;;;;
STP;2011;;;;;;;
STP;2012;;;;;;;
STP;2013;;;;;;;
STP;2014;;;;;;;
STP;2015;;;;;;;
STP;2016;;;;;;;
STP;2017;;;;;;;
STP;2018;;;;;;;
STP;2019;;;;;;;
STP;2020;;;;;;;
STP;2021;;;1;;;;1
STP;2022;;;;;;;
SUN;1980;;;;;;;
SUN;1981;;;1;;1;;2
SUN;1982;;;2;;;;2
SUN;1983;;;2;;1;;3
SUN;1984;;;2;;1;;3
SUN;1985;;;2;;;;2
SUN;1986;;;;;;;
SUN;1987;;;1;2;;1;4
SUN;1988;;;1;;;;1
SUN;1989;;;1;2;;;3
SUN;1990;;;4;1;;;5
SUN;1991;;;2;;1;;3
SUN;1992;;;;;;;
SUN;1993;;;;;;;
SUN;1994;;;;;;;
SUN;1995;;;;;;;
SUN;1996;;;;;;;
SUN;1997;;;;;;;
SUN;1998;;;;;;;
SUN;1999;;;;;;;
SUN;2000;;;;;;;
SUN;2001;;;;;;;
SUN;2002;;;;;;;
SUN;2003;;;;;;;
SUN;2004;;;;;;;
SUN;2005;;;;;;;
SUN;2006;;;;;;;
SUN;2007;;;;;;;
SUN;2008;;;;;;;
SUN;2009;;;;;;;
SUN;2010;;;;;;;
SUN;2011;;;;;;;
SUN;2012;;;;;;;
SUN;2013;;;;;;;
SUN;2014;;;;;;;
SUN;2015;;;;;;;
SUN;2016;;;;;;;
SUN;2017;;;;;;;
SUN;2018;;;;;;;
SUN;2019;;;;;;;
SUN;2020;;;;;;;
SUN;2021;;;;;;;
SUN;2022;;;;;;;
SUR;1980;;;;;;;
SUR;1981;;;;;;;
SUR;1982;;;;;;;
SUR;1983;;;;;;;
