ISO3;Type;ForestArea;ForestExtent;LandArea;ShareForest;CarbonStocksForests;ICarbonStocksForests
ABW    ;1992;0.42;100;18;2.333;;
ABW    ;1993;0.42;100;18;2.333;;
ABW    ;1994;0.42;100;18;2.333;;
ABW    ;1995;0.42;100;18;2.333;;
ABW    ;1996;0.42;100;18;2.333;;
ABW    ;1997;0.42;100;18;2.333;;
ABW    ;1998;0.42;100;18;2.333;;
ABW    ;1999;0.42;100;18;2.333;;
ABW    ;2000;0.42;100;18;2.333;;
ABW    ;2001;0.42;100;18;2.333;;
ABW    ;2002;0.42;100;18;2.333;;
ABW    ;2003;0.42;100;18;2.333;;
ABW    ;2004;0.42;100;18;2.333;;
ABW    ;2005;0.42;100;18;2.333;;
ABW    ;2006;0.42;100;18;2.333;;
ABW    ;2007;0.42;100;18;2.333;;
ABW    ;2008;0.42;100;18;2.333;;
ABW    ;2009;0.42;100;18;2.333;;
ABW    ;2010;0.42;100;18;2.333;;
ABW    ;2011;0.42;100;18;2.333;;
ABW    ;2012;0.42;100;18;2.333;;
ABW    ;2013;0.42;100;18;2.333;;
ABW    ;2014;0.42;100;18;2.333;;
ABW    ;2015;0.42;100;18;2.333;;
ABW    ;2016;0.42;100;18;2.333;;
ABW    ;2017;0.42;100;18;2.333;;
ABW    ;2018;0.42;100;18;2.333;;
ABW    ;2019;0.42;100;18;2.333;;
ABW    ;2020;0.42;100;18;2.333;;
AFG    ;1992;1208.44;100;65223;1.853;;
AFG    ;1993;1208.44;100;65223;1.853;;
AFG    ;1994;1208.44;100;65223;1.853;;
AFG    ;1995;1208.44;100;65223;1.853;;
AFG    ;1996;1208.44;100;65223;1.853;;
AFG    ;1997;1208.44;100;65223;1.853;;
AFG    ;1998;1208.44;100;65223;1.853;;
AFG    ;1999;1208.44;100;65223;1.853;;
AFG    ;2000;1208.44;100;65223;1.853;;
AFG    ;2001;1208.44;100;65223;1.853;;
AFG    ;2002;1208.44;100;65223;1.853;;
AFG    ;2003;1208.44;100;65223;1.853;;
AFG    ;2004;1208.44;100;65223;1.853;;
AFG    ;2005;1208.44;100;65223;1.853;;
AFG    ;2006;1208.44;100;65223;1.853;;
AFG    ;2007;1208.44;100;65223;1.853;;
AFG    ;2008;1208.44;100;65223;1.853;;
AFG    ;2009;1208.44;100;65223;1.853;;
AFG    ;2010;1208.44;100;65223;1.853;;
AFG    ;2011;1208.44;100;65223;1.853;;
AFG    ;2012;1208.44;100;65223;1.853;;
AFG    ;2013;1208.44;100;65223;1.853;;
AFG    ;2014;1208.44;100;65223;1.853;;
AFG    ;2015;1208.44;100;65223;1.853;;
AFG    ;2016;1208.44;100;65223;1.853;;
AFG    ;2017;1208.44;100;65223;1.853;;
AFG    ;2018;1208.44;100;65223;1.853;;
AFG    ;2019;1208.44;100;65223;1.853;;
AFG    ;2020;1208.44;100;65223;1.853;;
AGO    ;1992;78951.946;100;124670;63.329;1364.29;100
AGO    ;1993;78796.529;99.803;124670;63.204;1361.604;99.803
AGO    ;1994;78641.112;99.606;124670;63.079;1358.918;99.606
AGO    ;1995;78485.695;99.409;124670;62.955;1356.233;99.409
AGO    ;1996;78330.278;99.213;124670;62.83;1353.547;99.213
AGO    ;1997;78174.861;99.016;124670;62.705;1350.862;99.016
AGO    ;1998;78019.444;98.819;124670;62.581;1348.176;98.819
AGO    ;1999;77864.027;98.622;124670;62.456;1345.49;98.622
AGO    ;2000;77708.61;98.425;124670;62.331;1342.805;98.425
AGO    ;2001;77153.549;97.722;124670;61.886;1333.213;97.722
AGO    ;2002;76598.488;97.019;124670;61.441;1323.622;97.019
AGO    ;2003;76043.427;96.316;124670;60.996;1314.03;96.316
AGO    ;2004;75488.366;95.613;124670;60.551;1304.439;95.613
AGO    ;2005;74933.305;94.91;124670;60.105;1294.848;94.91
AGO    ;2006;74378.244;94.207;124670;59.66;1285.256;94.207
AGO    ;2007;73823.183;93.504;124670;59.215;1275.665;93.504
AGO    ;2008;73268.122;92.801;124670;58.77;1266.073;92.801
AGO    ;2009;72713.061;92.098;124670;58.324;1256.482;92.098
AGO    ;2010;72158;91.395;124670;57.879;1246.89;91.395
AGO    ;2011;71602.938;90.692;124670;57.434;1237.299;90.692
AGO    ;2012;71047.876;89.989;124670;56.989;1227.707;89.989
AGO    ;2013;70492.814;89.286;124670;56.544;1218.116;89.286
AGO    ;2014;69937.752;88.583;124670;56.098;1208.524;88.583
AGO    ;2015;69382.69;87.88;124670;55.653;1198.933;87.88
AGO    ;2016;68827.62;87.177;124670;55.208;1189.341;87.177
AGO    ;2017;68272.57;86.474;124670;54.763;1179.75;86.474
AGO    ;2018;67717.51;85.771;124670;54.317;1170.159;85.771
AGO    ;2019;67162.44;85.067;124670;53.872;1160.567;85.067
AGO    ;2020;66607.38;84.364;124670;53.427;1150.976;84.364
AIA    ;1992;5.5;100;9;61.111;0.695;100
AIA    ;1993;5.5;100;9;61.111;0.695;100
AIA    ;1994;5.5;100;9;61.111;0.695;100
AIA    ;1995;5.5;100;9;61.111;0.695;100
AIA    ;1996;5.5;100;9;61.111;0.695;100
AIA    ;1997;5.5;100;9;61.111;0.695;100
AIA    ;1998;5.5;100;9;61.111;0.695;100
AIA    ;1999;5.5;100;9;61.111;0.695;100
AIA    ;2000;5.5;100;9;61.111;0.695;100
AIA    ;2001;5.5;100;9;61.111;0.695;100
AIA    ;2002;5.5;100;9;61.111;0.695;100
AIA    ;2003;5.5;100;9;61.111;0.695;100
AIA    ;2004;5.5;100;9;61.111;0.695;100
AIA    ;2005;5.5;100;9;61.111;0.695;100
AIA    ;2006;5.5;100;9;61.111;0.695;100
AIA    ;2007;5.5;100;9;61.111;0.695;100
AIA    ;2008;5.5;100;9;61.111;0.695;100
AIA    ;2009;5.5;100;9;61.111;0.695;100
AIA    ;2010;5.5;100;9;61.111;0.695;100
AIA    ;2011;5.5;100;9;61.111;0.695;100
AIA    ;2012;5.5;100;9;61.111;0.695;100
AIA    ;2013;5.5;100;9;61.111;0.695;100
AIA    ;2014;5.5;100;9;61.111;0.695;100
AIA    ;2015;5.5;100;9;61.111;0.695;100
AIA    ;2016;5.5;100;9;61.111;0.695;100
AIA    ;2017;5.5;100;9;61.111;0.695;100
AIA    ;2018;5.5;100;9;61.111;0.695;100
AIA    ;2019;5.5;100;9;61.111;0.695;100
AIA    ;2020;5.5;100;9;61.111;0.695;100
ALB    ;1992;784.9;100;2740;28.646;;
ALB    ;1993;782.95;99.752;2740;28.575;;
ALB    ;1994;781;99.503;2740;28.504;;
ALB    ;1995;779.05;99.255;2740;28.432;;
ALB    ;1996;777.1;99.006;2740;28.361;;
ALB    ;1997;775.15;98.758;2740;28.29;;
ALB    ;1998;773.2;98.509;2740;28.219;;
ALB    ;1999;771.25;98.261;2740;28.148;;
ALB    ;2000;769.3;98.012;2740;28.077;;
ALB    ;2001;770.577;98.175;2740;28.123;;
ALB    ;2002;771.854;98.338;2740;28.17;;
ALB    ;2003;773.131;98.501;2740;28.216;;
ALB    ;2004;774.408;98.663;2740;28.263;;
ALB    ;2005;775.685;98.826;2740;28.31;;
ALB    ;2006;776.962;98.989;2740;28.356;;
ALB    ;2007;778.239;99.151;2740;28.403;;
ALB    ;2008;779.516;99.314;2740;28.449;;
ALB    ;2009;780.793;99.477;2740;28.496;;
ALB    ;2010;782.07;99.639;2740;28.543;;
ALB    ;2011;783.494;99.821;2740;28.595;;
ALB    ;2012;784.917;100.002;2740;28.647;;
ALB    ;2013;786.341;100.184;2740;28.699;;
ALB    ;2014;787.764;100.365;2740;28.751;;
ALB    ;2015;789.188;100.546;2740;28.802;;
ALB    ;2016;789.18;100.545;2740;28.802;;
ALB    ;2017;788.903;100.51;2740;28.792;;
ALB    ;2018;788.9;100.51;2740;28.792;;
ALB    ;2019;788.9;100.51;2740;28.792;;
ALB    ;2020;788.9;100.51;2740;28.792;;
AND    ;1992;16;100;47;34.043;1.39;100
AND    ;1993;16;100;47;34.043;1.39;100
AND    ;1994;16;100;47;34.043;1.39;100
AND    ;1995;16;100;47;34.043;1.39;100
AND    ;1996;16;100;47;34.043;1.39;100
AND    ;1997;16;100;47;34.043;1.39;100
AND    ;1998;16;100;47;34.043;1.39;100
AND    ;1999;16;100;47;34.043;1.39;100
AND    ;2000;16;100;47;34.043;1.39;100
AND    ;2001;16;100;47;34.043;1.39;100
AND    ;2002;16;100;47;34.043;1.39;100
AND    ;2003;16;100;47;34.043;1.39;100
AND    ;2004;16;100;47;34.043;1.39;100
AND    ;2005;16;100;47;34.043;1.39;100
AND    ;2006;16;100;47;34.043;1.39;100
AND    ;2007;16;100;47;34.043;1.39;100
AND    ;2008;16;100;47;34.043;1.39;100
AND    ;2009;16;100;47;34.043;1.39;100
AND    ;2010;16;100;47;34.043;1.39;100
AND    ;2011;16;100;47;34.043;1.39;100
AND    ;2012;16;100;47;34.043;1.39;100
AND    ;2013;16;100;47;34.043;1.39;100
AND    ;2014;16;100;47;34.043;1.39;100
AND    ;2015;16;100;47;34.043;1.39;100
AND    ;2016;16;100;47;34.043;1.39;100
AND    ;2017;16;100;47;34.043;1.39;100
AND    ;2018;16;100;47;34.043;1.39;100
AND    ;2019;16;100;47;34.043;1.39;100
AND    ;2020;16;100;47;34.043;1.39;100
ANT    ;1992;2.35;100;80;2.938;0.003;100
ANT    ;1993;2.35;100;80;2.938;0.003;100
ANT    ;1994;2.35;100;80;2.938;0.003;100
ANT    ;1995;2.35;100;80;2.938;0.003;100
ANT    ;1996;2.35;100;80;2.938;0.003;100
ANT    ;1997;2.35;100;80;2.938;0.003;100
ANT    ;1998;2.35;100;80;2.938;0.003;100
ANT    ;1999;2.35;100;80;2.938;0.003;100
ANT    ;2000;2.35;100;80;2.938;0.003;100
ANT    ;2001;2.35;100;80;2.938;0.003;100
ANT    ;2002;2.35;100;80;2.938;0.003;100
ANT    ;2003;2.35;100;80;2.938;0.003;100
ANT    ;2004;2.35;100;80;2.938;0.003;100
ANT    ;2005;2.35;100;80;2.938;0.003;100
ANT    ;2006;2.35;100;80;2.938;0.003;100
ANT    ;2007;2.35;100;80;2.938;0.003;100
ANT    ;2008;2.35;100;80;2.938;0.003;100
ANT    ;2009;2.35;100;80;2.938;0.003;100
ANT    ;2010;2.35;100;80;2.938;0.003;100
ANT    ;2011;;;;;;
ANT    ;2012;;;;;;
ANT    ;2013;;;;;;
ANT    ;2014;;;;;;
ANT    ;2015;;;;;;
ANT    ;2016;;;;;;
ANT    ;2017;;;;;;
ANT    ;2018;;;;;;
ANT    ;2019;;;;;;
ANT    ;2020;;;;;;
ARE    ;1992;257.886;100;7102;3.631;12.885;100
ARE    ;1993;264.329;102.498;7102;3.722;13.207;102.501
ARE    ;1994;270.772;104.997;7102;3.813;13.529;105.001
ARE    ;1995;277.215;107.495;7102;3.903;13.851;107.502
ARE    ;1996;283.658;109.994;7102;3.994;14.173;110.003
ARE    ;1997;290.101;112.492;7102;4.085;14.496;112.503
ARE    ;1998;296.544;114.99;7102;4.175;14.818;115.004
ARE    ;1999;302.987;117.489;7102;4.266;15.14;117.505
ARE    ;2000;309.43;119.987;7102;4.357;15.462;120.005
ARE    ;2001;310.217;120.292;7102;4.368;15.501;120.306
ARE    ;2002;311.004;120.597;7102;4.379;15.54;120.606
ARE    ;2003;311.791;120.903;7102;4.39;15.578;120.906
ARE    ;2004;312.578;121.208;7102;4.401;15.617;121.207
ARE    ;2005;313.365;121.513;7102;4.412;15.656;121.507
ARE    ;2006;314.152;121.818;7102;4.423;15.694;121.807
ARE    ;2007;314.939;122.123;7102;4.435;15.733;122.108
ARE    ;2008;315.726;122.429;7102;4.446;15.772;122.408
ARE    ;2009;316.513;122.734;7102;4.457;15.81;122.708
ARE    ;2010;317.3;123.039;7102;4.468;15.849;123.008
ARE    ;2011;317.3;123.039;7102;4.468;15.855;123.052
ARE    ;2012;317.3;123.039;7102;4.468;15.861;123.097
ARE    ;2013;317.3;123.039;7102;4.468;15.866;123.142
ARE    ;2014;317.3;123.039;7102;4.468;15.872;123.186
ARE    ;2015;317.3;123.039;7102;4.468;15.878;123.23
ARE    ;2016;317.3;123.039;7102;4.468;15.878;123.23
ARE    ;2017;317.3;123.039;7102;4.468;15.878;123.23
ARE    ;2018;317.3;123.039;7102;4.468;15.878;123.23
ARE    ;2019;317.3;123.039;7102;4.468;15.878;123.23
ARE    ;2020;317.3;123.039;7102;4.468;15.878;123.23
ARG    ;1992;34838.8;100;273669;12.73;3641.791;100
ARG    ;1993;34656.2;99.476;273669;12.664;3630.495;99.69
ARG    ;1994;34473.6;98.952;273669;12.597;3619.198;99.38
ARG    ;1995;34291;98.428;273669;12.53;3607.902;99.069
ARG    ;1996;34108.4;97.903;273669;12.463;3596.605;98.759
ARG    ;1997;33925.8;97.379;273669;12.397;3585.309;98.449
ARG    ;1998;33743.2;96.855;273669;12.33;3574.012;98.139
ARG    ;1999;33560.6;96.331;273669;12.263;3562.716;97.829
ARG    ;2000;33378;95.807;273669;12.196;3551.419;97.518
ARG    ;2001;33061.6;94.899;273669;12.081;3526.365;96.831
ARG    ;2002;32745.2;93.991;273669;11.965;3501.311;96.143
ARG    ;2003;32428.8;93.082;273669;11.85;3476.257;95.455
ARG    ;2004;32112.4;92.174;273669;11.734;3451.203;94.767
ARG    ;2005;31796;91.266;273669;11.618;3426.149;94.079
ARG    ;2006;31479.6;90.358;273669;11.503;3401.095;93.391
ARG    ;2007;31163.2;89.45;273669;11.387;3376.041;92.703
ARG    ;2008;30846.8;88.542;273669;11.272;3350.987;92.015
ARG    ;2009;30530.4;87.633;273669;11.156;3325.934;91.327
ARG    ;2010;30214;86.725;273669;11.04;3300.88;90.639
ARG    ;2011;29990.6;86.084;273669;10.959;3283.805;90.17
ARG    ;2012;29767.2;85.443;273669;10.877;3266.731;89.701
ARG    ;2013;29543.8;84.801;273669;10.795;3249.657;89.232
ARG    ;2014;29320.4;84.16;273669;10.714;3232.584;88.764
ARG    ;2015;29097;83.519;273669;10.632;3215.51;88.295
ARG    ;2016;29010;83.269;273669;10.6;3209.666;88.134
ARG    ;2017;28899;82.951;273669;10.56;3201.72;87.916
ARG    ;2018;28791;82.641;273669;10.52;3194.361;87.714
ARG    ;2019;28681;82.325;273669;10.48;3186.746;87.505
ARG    ;2020;28573;82.015;273669;10.441;3179.032;87.293
ARM    ;1992;334.312;100;2847;11.743;15.949;100
ARM    ;1993;334.103;99.937;2847;11.735;15.913;99.777
ARM    ;1994;333.894;99.875;2847;11.728;15.878;99.554
ARM    ;1995;333.685;99.812;2847;11.721;15.842;99.33
ARM    ;1996;333.476;99.75;2847;11.713;15.806;99.107
ARM    ;1997;333.267;99.687;2847;11.706;15.771;98.884
ARM    ;1998;333.058;99.625;2847;11.699;15.735;98.66
ARM    ;1999;332.849;99.562;2847;11.691;15.7;98.437
ARM    ;2000;332.64;99.5;2847;11.684;15.664;98.214
ARM    ;2001;332.432;99.438;2847;11.677;15.63;98.003
ARM    ;2002;332.224;99.375;2847;11.669;15.597;97.792
ARM    ;2003;332.016;99.313;2847;11.662;15.563;97.582
ARM    ;2004;331.808;99.251;2847;11.655;15.53;97.371
ARM    ;2005;331.6;99.189;2847;11.647;15.496;97.16
ARM    ;2006;331.392;99.127;2847;11.64;15.462;96.95
ARM    ;2007;331.184;99.064;2847;11.633;15.429;96.74
ARM    ;2008;330.976;99.002;2847;11.625;15.395;96.529
ARM    ;2009;330.768;98.94;2847;11.618;15.362;96.318
ARM    ;2010;330.56;98.878;2847;11.611;15.328;96.108
ARM    ;2011;330.352;98.815;2847;11.604;15.349;96.241
ARM    ;2012;330.144;98.753;2847;11.596;15.371;96.375
ARM    ;2013;329.936;98.691;2847;11.589;15.392;96.509
ARM    ;2014;329.728;98.629;2847;11.582;15.413;96.642
ARM    ;2015;329.52;98.567;2847;11.574;15.435;96.776
ARM    ;2016;329.31;98.504;2847;11.567;15.425;96.715
ARM    ;2017;329.1;98.441;2847;11.56;15.415;96.652
ARM    ;2018;328.89;98.378;2847;11.552;15.405;96.591
ARM    ;2019;328.68;98.315;2847;11.545;15.395;96.53
ARM    ;2020;328.47;98.253;2847;11.537;15.386;96.467
ASM    ;1992;18.002;100;20;90.01;1.182;100
ASM    ;1993;17.968;99.811;20;89.84;1.196;101.176
ASM    ;1994;17.934;99.622;20;89.67;1.21;102.353
ASM    ;1995;17.9;99.433;20;89.5;1.223;103.529
ASM    ;1996;17.866;99.245;20;89.33;1.237;104.705
ASM    ;1997;17.832;99.056;20;89.16;1.251;105.881
ASM    ;1998;17.798;98.867;20;88.99;1.265;107.058
ASM    ;1999;17.764;98.678;20;88.82;1.279;108.234
ASM    ;2000;17.73;98.489;20;88.65;1.293;109.41
ASM    ;2001;17.7;98.322;20;88.5;1.304;110.316
ASM    ;2002;17.67;98.156;20;88.35;1.314;111.23
ASM    ;2003;17.64;97.989;20;88.2;1.325;112.135
ASM    ;2004;17.61;97.822;20;88.05;1.336;113.049
ASM    ;2005;17.58;97.656;20;87.9;1.347;113.954
ASM    ;2006;17.55;97.489;20;87.75;1.357;114.86
ASM    ;2007;17.52;97.323;20;87.6;1.368;115.774
ASM    ;2008;17.49;97.156;20;87.45;1.379;116.679
ASM    ;2009;17.46;96.989;20;87.3;1.39;117.593
ASM    ;2010;17.43;96.823;20;87.15;1.4;118.499
ASM    ;2011;17.4;96.656;20;87;1.41;119.328
ASM    ;2012;17.37;96.489;20;86.85;1.42;120.157
ASM    ;2013;17.34;96.323;20;86.7;1.43;120.987
ASM    ;2014;17.31;96.156;20;86.55;1.44;121.816
ASM    ;2015;17.28;95.989;20;86.4;1.449;122.645
ASM    ;2016;17.25;95.823;20;86.25;1.461;123.644
ASM    ;2017;17.22;95.656;20;86.1;1.473;124.626
ASM    ;2018;17.19;95.489;20;85.95;1.485;125.641
ASM    ;2019;17.16;95.323;20;85.8;1.494;126.411
ASM    ;2020;17.13;95.156;20;85.65;1.505;127.393
ATG    ;1992;9.978;100;44;22.677;1.262;100
ATG    ;1993;9.912;99.339;44;22.527;1.253;99.342
ATG    ;1994;9.846;98.677;44;22.377;1.245;98.676
ATG    ;1995;9.78;98.016;44;22.227;1.236;98.018
ATG    ;1996;9.714;97.354;44;22.077;1.228;97.352
ATG    ;1997;9.648;96.693;44;21.927;1.22;96.694
ATG    ;1998;9.582;96.031;44;21.777;1.212;96.036
ATG    ;1999;9.516;95.37;44;21.627;1.203;95.371
ATG    ;2000;9.45;94.708;44;21.477;1.195;94.713
ATG    ;2001;9.383;94.037;44;21.325;1.186;94.039
ATG    ;2002;9.316;93.365;44;21.173;1.178;93.365
ATG    ;2003;9.249;92.694;44;21.02;1.169;92.699
ATG    ;2004;9.182;92.022;44;20.868;1.161;92.025
ATG    ;2005;9.115;91.351;44;20.716;1.152;91.352
ATG    ;2006;9.048;90.679;44;20.564;1.144;90.678
ATG    ;2007;8.981;90.008;44;20.411;1.135;90.012
ATG    ;2008;8.914;89.337;44;20.259;1.127;89.338
ATG    ;2009;8.847;88.665;44;20.107;1.119;88.664
ATG    ;2010;8.78;87.994;44;19.955;1.11;87.998
ATG    ;2011;8.714;87.332;44;19.805;1.102;87.333
ATG    ;2012;8.648;86.671;44;19.655;1.093;86.675
ATG    ;2013;8.582;86.009;44;19.505;1.085;86.009
ATG    ;2014;8.516;85.348;44;19.355;1.077;85.351
ATG    ;2015;8.45;84.686;44;19.205;1.068;84.685
ATG    ;2016;8.38;83.985;44;19.045;1.06;83.987
ATG    ;2017;8.32;83.383;44;18.909;1.052;83.385
ATG    ;2018;8.25;82.682;44;18.75;1.043;82.679
ATG    ;2019;8.18;81.98;44;18.591;1.034;81.982
ATG    ;2020;8.12;81.379;44;18.455;1.027;81.379
AUS    ;1992;133468.58;100;768230;17.374;8425.871;100
AUS    ;1993;133261.77;99.845;768230;17.347;8412.816;99.845
AUS    ;1994;133054.96;99.69;768230;17.32;8399.76;99.69
AUS    ;1995;132848.15;99.535;768230;17.293;8386.704;99.535
AUS    ;1996;132641.34;99.38;768230;17.266;8373.648;99.38
AUS    ;1997;132434.53;99.225;768230;17.239;8360.592;99.225
AUS    ;1998;132227.72;99.07;768230;17.212;8347.536;99.07
AUS    ;1999;132020.91;98.915;768230;17.185;8334.48;98.915
AUS    ;2000;131814.1;98.76;768230;17.158;8321.424;98.76
AUS    ;2001;131587.3;98.59;768230;17.129;8314.102;98.673
AUS    ;2002;131360.5;98.421;768230;17.099;8306.779;98.587
AUS    ;2003;131133.7;98.251;768230;17.07;8299.457;98.5
AUS    ;2004;130906.9;98.081;768230;17.04;8292.135;98.413
AUS    ;2005;130680.1;97.911;768230;17.011;8284.812;98.326
AUS    ;2006;130453.3;97.741;768230;16.981;8277.49;98.239
AUS    ;2007;130226.5;97.571;768230;16.951;8270.167;98.152
AUS    ;2008;129999.7;97.401;768230;16.922;8262.845;98.065
AUS    ;2009;129772.9;97.231;768230;16.892;8255.523;97.978
AUS    ;2010;129546.1;97.061;768230;16.863;8248.2;97.891
AUS    ;2011;130255.78;97.593;768230;16.955;8256.918;97.995
AUS    ;2012;130965.46;98.125;768230;17.048;8265.635;98.098
AUS    ;2013;131675.14;98.656;768230;17.14;8274.353;98.202
AUS    ;2014;132384.82;99.188;768230;17.232;8283.07;98.305
AUS    ;2015;133094.5;99.72;768230;17.325;8291.787;98.409
AUS    ;2016;134037.2;100.426;769202;17.425;8291.541;98.406
AUS    ;2017;134017.4;100.411;769202;17.423;8292.997;98.423
AUS    ;2018;134005.1;100.402;769202;17.421;8292.236;98.414
AUS    ;2019;134005.1;100.402;769202;17.421;8292.236;98.414
AUS    ;2020;134005.1;100.402;769202;17.421;8292.236;98.414
AUT    ;1992;3788.164;100;8252;45.906;342.153;100
AUT    ;1993;3794.411;100.165;8252;45.982;345.854;101.082
AUT    ;1994;3800.658;100.33;8252;46.057;349.555;102.163
AUT    ;1995;3806.905;100.495;8252;46.133;353.257;103.245
AUT    ;1996;3813.152;100.66;8252;46.209;356.958;104.327
AUT    ;1997;3819.399;100.825;8252;46.285;360.659;105.409
AUT    ;1998;3825.646;100.989;8252;46.36;364.36;106.49
AUT    ;1999;3831.893;101.154;8252;46.436;368.061;107.572
AUT    ;2000;3838.14;101.319;8252;46.512;371.762;108.654
AUT    ;2001;3840.646;101.385;8252;46.542;373.469;109.153
AUT    ;2002;3843.152;101.452;8252;46.572;375.176;109.651
AUT    ;2003;3845.658;101.518;8252;46.603;376.883;110.15
AUT    ;2004;3848.164;101.584;8252;46.633;378.59;110.649
AUT    ;2005;3850.67;101.65;8252;46.663;380.297;111.148
AUT    ;2006;3853.176;101.716;8252;46.694;382.003;111.647
AUT    ;2007;3855.682;101.782;8252;46.724;383.71;112.146
AUT    ;2008;3858.188;101.848;8252;46.755;385.417;112.645
AUT    ;2009;3860.694;101.915;8252;46.785;387.124;113.144
AUT    ;2010;3863.2;101.981;8252;46.815;388.831;113.642
AUT    ;2011;3866.798;102.076;8252;46.859;390.784;114.213
AUT    ;2012;3870.396;102.171;8252;46.903;392.738;114.784
AUT    ;2013;3873.994;102.266;8252;46.946;394.691;115.355
AUT    ;2014;3877.592;102.361;8252;46.99;396.645;115.926
AUT    ;2015;3881.19;102.456;8252;47.033;398.598;116.497
AUT    ;2016;3884.79;102.551;8252;47.077;400.561;117.071
AUT    ;2017;3888.38;102.646;8252;47.12;402.564;117.656
AUT    ;2018;3891.97;102.74;8252;47.164;404.531;118.231
AUT    ;2019;3895.56;102.835;8252;47.207;406.463;118.796
AUT    ;2020;3899.15;102.93;8252;47.251;408.436;119.372
AZE    ;1992;953.236;100;8321.7;11.455;;
AZE    ;1993;957.484;100.446;8321.7;11.506;;
AZE    ;1994;961.732;100.891;8321.7;11.557;;
AZE    ;1995;965.98;101.337;8321.7;11.608;;
AZE    ;1996;970.228;101.783;8321.7;11.659;;
AZE    ;1997;974.476;102.228;8321.7;11.71;;
AZE    ;1998;978.724;102.674;8309.2;11.779;;
AZE    ;1999;982.972;103.119;8270.5;11.885;;
AZE    ;2000;987.22;103.565;8260.5;11.951;;
AZE    ;2001;991.747;104.04;8260.4;12.006;;
AZE    ;2002;996.275;104.515;8261.8;12.059;;
AZE    ;2003;1000.802;104.99;8265.2;12.109;;
AZE    ;2004;1005.33;105.465;8267.2;12.16;;
AZE    ;2005;1009.857;105.94;8266;12.217;;
AZE    ;2006;1014.385;106.415;8263.7;12.275;;
AZE    ;2007;1018.912;106.89;8262.9;12.331;;
AZE    ;2008;1023.44;107.365;8262.7;12.386;;
AZE    ;2009;1027.967;107.84;8262.2;12.442;;
AZE    ;2010;1032.495;108.315;8265.6;12.491;;
AZE    ;2011;1041.573;109.267;8265.8;12.601;;
AZE    ;2012;1050.651;110.219;8265.8;12.711;;
AZE    ;2013;1059.73;111.172;8265.9;12.821;;
AZE    ;2014;1068.809;112.124;8266.3;12.93;;
AZE    ;2015;1077.887;113.077;8266.3;13.04;;
AZE    ;2016;1087.475;114.082;8267;13.154;;
AZE    ;2017;1097.185;115.101;8266.2;13.273;;
AZE    ;2018;1108.715;116.311;8265.4;13.414;;
AZE    ;2019;1120.24;117.52;8265.4;13.553;;
AZE    ;2020;1131.77;118.729;8264.6;13.694;;
BDI    ;1992;259.972;100;2568;10.124;17.851;100
BDI    ;1993;251.718;96.825;2568;9.802;17.284;96.827
BDI    ;1994;243.464;93.65;2568;9.481;16.718;93.655
BDI    ;1995;235.21;90.475;2568;9.159;16.151;90.482
BDI    ;1996;226.956;87.3;2568;8.838;15.585;87.309
BDI    ;1997;218.702;84.125;2568;8.516;15.019;84.137
BDI    ;1998;210.448;80.95;2568;8.195;14.453;80.964
BDI    ;1999;202.194;77.775;2568;7.874;13.886;77.791
BDI    ;2000;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2001;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2002;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2003;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2004;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2005;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2006;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2007;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2008;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2009;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2010;193.94;74.6;2568;7.552;13.32;74.619
BDI    ;2011;211.08;81.193;2568;8.22;14.668;82.172
BDI    ;2012;228.22;87.786;2568;8.887;16.016;89.725
BDI    ;2013;245.36;94.379;2568;9.555;17.365;97.279
BDI    ;2014;262.5;100.972;2568;10.222;18.713;104.832
BDI    ;2015;279.64;107.565;2568;10.889;20.061;112.386
BDI    ;2016;279.64;107.565;2568;10.889;20.061;112.386
BDI    ;2017;279.64;107.565;2568;10.889;20.061;112.386
BDI    ;2018;279.64;107.565;2568;10.889;20.061;112.386
BDI    ;2019;279.64;107.565;2568;10.889;20.061;112.386
BDI    ;2020;279.64;107.565;2568;10.889;20.061;112.386
BEL    ;1992;673.814;100;3024.824;22.276;50.472;100
BEL    ;1993;672.999;99.879;3024.824;22.249;51.629;102.293
BEL    ;1994;672.185;99.758;3024.824;22.222;52.787;104.586
BEL    ;1995;671.371;99.637;3024.824;22.195;53.944;106.878
BEL    ;1996;670.557;99.517;3024.824;22.168;55.101;109.171
BEL    ;1997;669.743;99.396;3024.824;22.142;56.258;111.464
BEL    ;1998;668.928;99.275;3024.824;22.115;57.416;113.757
BEL    ;1999;668.114;99.154;3024.824;22.088;58.573;116.05
BEL    ;2000;667.3;99.033;3028;22.038;59.73;118.343
BEL    ;2001;669.557;99.368;3028;22.112;60.596;120.058
BEL    ;2002;671.814;99.703;3028;22.187;61.461;121.773
BEL    ;2003;674.071;100.038;3028;22.261;62.327;123.488
